! '':4
! -rrb-:60
! .:6
! </s>:1518
!! -rrb-:3
!! -rsb-:1
!! .:4
!! </s>:132
!!! '':1
!!! -rrb-:2
!!! .:5
!!! </s>:82
!!!! 2:1
!!!! a:1
!!!! being:1
!!!! did:1
!!!! easy:2
!!!! finally:1
!!!! i:2
!!!! idk:1
!!!! instead:1
!!!! its:1
!!!! more:1
!!!! ok:1
!!!! purchased:1
!!!! so:1
!!!! the:1
!!!! this:5
!!!! very:1
!!!! way:1
!!!! what:1
!!!!! amazing:1
!!!!! and:1
!!!!! believe:1
!!!!! everything:1
!!!!! i:3
!!!!! no:1
!!!!! these:2
!!!!! this:1
!!!!!! as:1
!!!!!! i:2
!!!!!! love:1
!!!!!!! everything:1
!!!!!!! first:1
!!!!!!! i:1
!!!!!!!!!!! would:1
!!!!!!!!!!!!!!!!!! moreeven:1
!!!!!?????? i:1
!!!???? the:1
!? '':1
!? -rrb-:1
!? </s>:1
# !!!!:1
# $:1
# ':1
# .:1
# /:1
# 1:7
# 10:1
# 12:2
# 2:3
# 3:4
# wow:1
### gt:1
wound c:1
wound electric:2
wound g:1
wound guitar:1
wound is:1
wound nylon:1
wound portion:1
wound set:1
wound steel:2
wound string:3
wound strings:19
wound third:3
wound up:10
wound xl:1
wound xls:1
woundregular light:1
wounds ,:4
wounds .:1
wounds feel:1
wounds on:1
wounds will:1
wounds.i think:1
woven .:1
woven cables:1
woven coverings:1
woven print:1
wow !:15
wow !!:2
wow !!!:1
wow !!!!!:1
wow #:1
wow ':1
wow ,:15
wow .:5
wow ...:4
wow a:1
wow did:1
wow for:1
wow haha:1
wow i:3
wow is:2
wow it:1
wow its:1
wow thats:1
wow the:1
wow there:1
wow was:1
wow way:1
wow yes:1
wrap ,:1
wrap .:1
wrap a:1
wrap around:3
wrap brings:1
wrap extends:1
wrap is:1
wrap it:1
wrap max:1
wrap round:1
wrap that:1
wrap them:1
wraparound bridge/tailpiece:1
wrapped .:1
wrapped 6:1
wrapped around:3
wrapped in:3
wrapped inside:1
wrapped it:2
wrapped strings:1
wrapped the:1
wrapped them:1
wrapped up:1
wrapper ,:1
wrapper they:1
wrapping ,:1
wrapping electrical:1
wrappings ,:1
wraps ,:2
wraps .:1
wraps are:1
wraps around:4
wrench .:1
wrench is:1
wrench the:1
wrench to:2
wrenched anymore:1
wrenches ,:2
wrestling and:1
wrestling the:1
wrestling with:2
wring it:2
wrinkle .:1
wrist ,:1
wrists ,:1
write ,:1
write a:5
write about:1
write all:1
write an:1
write and:2
write home:2
write more:1
write reviews:1
write them:1
write this:4
write to:1
write what:1
writer .:1
writing ,:3
writing -rrb-:1
writing a:2
writing and:8
writing drums:1
writing eventually:1
writing is:1
writing of:1
writing on:1
writing skills:1
writing the:2
writing this:1
writing to:1
writing two:1
written .:1
written a:4
written about:1
written an:1
written joy:1
written much:1
written near:1
written on:1
written this:1
wrong !:3
wrong ':1
wrong ,:13
wrong --:1
wrong .:38
wrong ...:2
wrong :--rrb-:1
wrong ?:3
wrong adaptor:1
wrong and:1
wrong as:1
wrong because:1
wrong but:1
wrong buying:1
wrong by:1
wrong can:1
wrong choice:2
wrong dept.:1
wrong description:1
wrong direction:1
wrong down:1
wrong foot:1
wrong for:7
wrong gauge:2
wrong here:2
wrong i:4
wrong information:1
wrong is:1
wrong item:2
wrong of:1
wrong on:3
wrong one:3
wrong pack:1
wrong place:3
wrong seller:1
wrong side:1
wrong size:1
wrong the:1
wrong these:1
wrong though:1
wrong to:3
wrong too:1
wrong unit.some:1
wrong way:1
wrong with:60
wrong wool:1
wrong wording:2
wrong!i 've:1
wrong-clean signal:1
wrong.due to:1
wrong.get one:1
wrong.if you:1
wrong.it 's:1
wrong.my expectations:1
wrong.update ::1
wrong?comfortable and:1
wrote &:1
wrote ,:1
wrote ``:1
wrote a:3
wrote about:1
wrote back:1
wrote elsewhere:1
wrote my:1
wrote that:3
wrote the:2
wrote this:2
wrote to:3
ws1100 acoustic:1
wt .:1
wtf ?:1
wtf the:1
wtf u:1
wuhan china:3
wuhan has:1
wuhan makes:1
wuhan really:1
wuhan sound:1
wuhan to:1
wuhans ,:2
wuhans .:1
wuhans on:1
www.amazon.com/behringer-c-1-studio-condenser-microphone/dp/b000cz0rlk/ref=sr_1_1?ie=utf8&qid;=1358133926&sr;=8-1&keywords;=behringer+c-1 this:1
www.amazon.com/gp/product/b000ws1q4e/ direct:1
wylde chorus:1
wylde custom:1
x ':1
x ,:1
x -lsb-:1
x 1-1/4:1
x 10:1
x 11:1
x 12:3
x 14:1
x 2:1
x 2-3/4:1
x 4:1
x 7:1
x 8:1
x 9:1
x `:2
x and:2
x earns:1
x keyboard:2
x longer:1
x series:2
x stand:2
x this:1
x users:1
x v-amp:1
x-15 foot:1
x-bracing .:1
x-edit software:1
x-edit you:1
x-large jumbo:1
x-mas .:1
x-mas presents:1
x-series multi-delay:1
x-stand just:1
x-style stands:1
x. i:1
x/z mic:1
x18 '':1
x2 ,:1
x2 .:2
x2 .1:1
x2 as:1
x2 champ:1
x2 is:1
x2 looper:1
x2 or:1
x2 w/carvin:1
x3 .0:1
x3 live:1
x4 ,:1
x64 machine:1
xbox 360:2
xcg4 '':1
xcg4 ::1
xcg4 tubular:1
xd .:1
xd amp:1
xd and:2
xd electric:1
xd good:1
xd i:1
xd into:1
xd is:1
xd or:1
xd used:1
xds transmitter:1
xenyx 1202fx:1
xenyx 302:1
xenyx 502:1
xenyx 802:2
xenyx has:1
xenyx preamp:1
xenyx when:1
xh dunlop:1
xii 12-string:1
xl 's:2
xl .:1
xl and:1
xl cousins:1
xl hat:1
xl light:1
xl midi:1
xl nickel:2
xl producer.i:1
xl set:1
xl strings:1
xl version:1
xl.buttons and:1
xl120 .:1
xl120 strings:1
xlr &:1
xlr 's:1
xlr ,:3
xlr -:1
xlr -lrb-:1
xlr -rrb-:1
xlr .:4
xlr ...:1
xlr 3:1
xlr 4:1
xlr adapter:2
xlr are:1
xlr cable:9
xlr cable.i:2
xlr cable.it:1
xlr cables:9
xlr connection:3
xlr connector:4
xlr connector.tested:1
xlr connectors:2
xlr cord:1
xlr direct:3
xlr ends:4
xlr female:4
xlr from:2
xlr input:4
xlr inputs:6
xlr is:2
xlr jack:2
xlr jumper:1
xlr male:2
xlr mic:3
xlr microphone:1
xlr microphones:2
xlr mike:2
xlr misc:1
xlr only:1
xlr or:1
xlr ouput:1
xlr out:2
xlr output:4
xlr outputs:1
xlr outs:1
xlr snake:2
xlr splitter:1
xlr terminals:1
xlr to:23
xlr track:1
xlr two-conductor:1
xlr version:2
xlr/trs jack:1
xlrs are:1
xlrs but:1
xls ,:3
xls and:1
xls are:1
xls on:1
xls than:1
xls versus:1
xm as:1
xm1800 and:1
xm1800s ,:1
xm1800s just:1
xm8500 -rrb-:1
xm8500 .:1
xm8500 `:1
xm8500 is:1
xm8500 it:1
xmas ,:1
xmas adn:1
xmidi 1x1:1
xotic .:2
xotic ep:2
xotic is:1
xotic pedal:1
xotic sp:1
xp ,:1
xp .:2
xp computer:1
xp had:1
xp machine:1
xp-100 whammy:1
xperience .:1
xruns on:1
xruns with:1
xt -lrb-:1
xt and:1
xt is:2
xt only:1
xt-2 ,:1
xtra heavy:1
xxl glove:1
xxl gloves:1
xy configurationpros:1
xy pattern:1
y cable:1
y con:1
y do:1
y headstock:1
y look:1
y pedalboard:1
y splitter:1
y' all:2
y-adapter to:1
ya !:1
ya 'll:1
ya ,:2
ya .:1
ya are:1
ya ca:1
ya feel:1
ya get:1
ya going:1
ya if:1
ya snark:1
ya to:1
ya wo:1
ya!this is:1
yahoo/google .:1
yairi alvarez:1
yall better:1
yamaha 's:1
yamaha ,:2
yamaha -:1
yamaha -rrb-:1
yamaha .:1
yamaha 700:1
yamaha acoustic:6
yamaha and:1
yamaha apx500:1
yamaha board:1
yamaha decided:1
yamaha electric:1
yamaha endures:1
yamaha fc-5:1
yamaha fc4:1
yamaha fg700s:2
yamaha g-60:1
yamaha guitalele:2
yamaha guitars:1
yamaha interface:1
yamaha is:1
yamaha keyboard:2
yamaha keyboards:4
yamaha lj-16:1
yamaha mixer:1
yamaha ns:1
yamaha ntx700:1
yamaha pa130:1
yamaha pedals:1
yamaha preamp:1
yamaha product:1
yamaha quality:1
yamaha rack:1
yamaha read:1
yamaha runs:1
yamaha s90es:1
yamaha shady:1
yamaha silent:1
yamaha string:1
yamaha usa-made:1
yamaha ypg:1
yanked and:1
yanked my:1
yanked on:1
yanking at:1
yards out:1
yari acoustic:1
yay !:2
yay !!:2
yay .:1
ycv40 ,:1
yea !!:1
yea i:2
yea it:1
yeah ,:20
yeah ...:1
yeah ?:1
yeah i:2
yeah it:1
year !:1
year &:2
year +:1
year ,:8
year -:1
year .:15
year a:1
year after:3
year ago:8
year and:11
year at:1
year available:1
year before:2
year bought:1
year broadcast:1
year do:1
year end:1
year for:2
year i:1
year later:1
year later.i:1
year like:1
year now:10
year of:8
year old:22
year olds:1
year on:3
year or:7
year radio:1
year since:1
year slept:1
year that:1
year to:1
year until:1
year used:1
year warranty:4
year when:2
year with:2
years !:2
years !!:1
years !!!:1
years ,:63
years -:1
years --:1
years -lrb-:6
years -rrb-:6
years .:122
years ...:8
years .1:1
years ::1
years about:1
years ago:64
years ago!bottom:1
years ago-forget:1
years ago.can:1
years ago.oh:1
years ago.they:1
years ahead:1
years and:84
years are:1
years as:2
years at:2
years back:9
years because:2
years been:2
years before:4
years both:1
years but:5
years by:1
years does:1
years doing:1
years down:1
years for:1
years giggingowned:1
years has:1
years have:2
years i:28
years in:4
years is:1
years later:3
years now:39
years now.i:1
years of:35
years old:16
years on:11
years or:1
years past:1
years playing:2
years playingmy:1
years respectively:1
years searching:1
years since:3
years so:3
years such:1
years than:2
years that:1
years the:1
years there:1
years to:14
years tomorrow:1
years toward:1
years tuners:1
years turns:1
years until:1
years use:1
years when:2
years with:4
years without:4
years worth:1
years!only one:1
years.amazon had:1
years.grab some:1
years.i finally:1
years.i would:1
years.if you:1
years.key points:1
years.the 80/20:1
years.the first:1
years.these strings:1
years.unit takes:1
years.very highly:1
years.we love:1
yearshosa cfs606:1
yearsowned it:1
yeeeeears.also of:1
yeh doits:1
yeh there:1
yelled at:1
yelling at:1
yellow ,:5
yellow -:1
yellow -lrb-:1
yellow -rrb-:2
yellow .:1
yellow and:1
yellow bars:1
yellow color:1
yellow if:1
yellow is:1
yellow material:1
yellow on:1
yellow one:1
yellow paint:1
yellow picks:2
yellow rubber:1
yellow typical:1
yellow when:1
yellowish ones:1
yells ``:1
yep !:1
yep ,:1
yep .:1
yer a:1
yer better:1
yer timeyer:1
yer way:1
yes !:2
yes !!!!:1
yes ,:57
yes --:1
yes .:8
yes ...:1
yes a:1
yes but:1
yes color:1
yes definitely:1
yes get:1
yes i:2
yes if:7
yes it:6
yes my:1
yes over:1
yes that:1
yes there:2
yes they:1
yes this:2
yes yes:1
yes you:3
yes.are they:1
yes.i 've:1
yes.will i:1
yesterday !:1
yesterday ,:2
yesterday and:3
yesterday so:1
yesterday.a small:1
yesteryear .:1
yet !:2
yet !!!:1
yet *:1
yet ,:40
yet -:1
yet -lrb-:1
yet -rrb-:6
yet .:31
yet ...:4
yet after:2
yet again:2
yet all:1
yet and:6
yet another:6
yet appealing:1
yet are:1
yet as:2
yet being:1
yet but:7
yet can:1
yet classy:1
yet does:1
yet effective:1
yet even:1
yet flexible:1
yet for:1
yet found:1
yet get:1
yet great:1
yet having:1
yet i:4
yet in:1
yet is:4
yet it:5
yet killer:1
yet lightweight:1
yet manageable:1
yet more:2
yet not:3
yet not-too-bright:1
yet noticed:1
yet on:1
yet only:1
yet pick:1
yet powerful:1
yet provide:1
yet ratcheted:1
yet reliable:1
yet remained:1
yet retains:1
yet return:1
yet roomy:1
yet rumbly:1
yet seemed:1
yet seems:1
yet simple:2
yet so:4
yet still:4
yet strong:1
yet sure:1
yet the:6
yet there:1
yet this:1
yet to:36
yet totally:1
yet well:1
yet well-made:1
yet when:1
yet wide:1
yet will:1
yet with:2
yet works:1
yet you:3
yet.advertised as:1
yet.i 'd:1
yet.i have:1
yet.in my:1
yet.my capo:1
yet.noise reduction:1
yet.update -lrb-:1
yet/rusted -lrb-:1
yeti 's:3
yeti ,:4
yeti .:1
yeti alongside:1
yeti also:1
yeti and:2
yeti as:1
yeti at:1
yeti came:1
yeti capsule:1
yeti comes:1
yeti does:1
yeti from:1
yeti has:2
yeti immediately:1
yeti into:1
yeti is:6
yeti look:1
yeti mic:3
yeti microphone:3
yeti mounted:1
yeti on:1
yeti or:2
yeti plus:1
yeti pro:1
yeti seems:1
yeti should:1
yeti sounds:1
yeti stand:2
yeti usb:2
yield a:2
yield fairly:1
yield you:1
yielded identical:1
yields this:1
yikes !:1
yikes !!!:1
yippeee!i 'll:1
ymmv ,:1
ymmv .:4
yo cuz:1
yo grand:1
yo have:1
yo homie:1
yo la:1
yo let:1
yo neighbor:1
yo newby:1
yo note:1
yo ucan:1
yoke ,:2
yoke and:1
yoke attachments:1
yoke is:2
yoke width:1
yoke with:1
york .:1
york city:1
york minute:1
yorker ,:1
yorker and:1
yorker-style tuners:1
you !:5
you !!!!!!:1
you $:2
you &:1
you &#8217;:1
you '':1
you 'd:43
you 'll:164
you 're:389
you 've:42
you *:1
you ,:50
you -:2
you --:1
you -lrb-:2
you -rrb-:2
you .:83
you ...:4
you 11:1
you 12:1
you 14:1
you 2:1
you 60:1
you 80:1
you ::4
you ;:2
you ?:1
you `:2
you ``:4
you a:36
you about:1
you absolutely:2
you abuse:1
you access:1
you accidentally:2
you activate:1
you actually:7
you add:5
you adjust:3
you after:1
you again:1
you ai:1
you aids:1
you all:3
you almost:2
you along:1
you already:3
you also:11
you always:3
you amazon:2
you amp:1
you an:7
you and:12
you anyway:1
you apart:1
you apply:1
you approach:1
you are:392
you arent:1
you around:2
you as:3
you ask:18
you at:3
you ate:1
you attach:2
you audio:1
you avoid:1
you aware:1
you back:2
you balance:2
you barely:1
you basically:2
you bass:1
you be:1
you because:1
you become:1
you been:1
you begin:2
you believe:2
you bend:1
you best:1
you better:2
you blast:1
you book:1
you boost:1
you both:1
you bought:5
you break:2
you build:1
you burn:1
you but:4
you buy:30
you buy.bottom:1
you buy.the:1
you buying:1
you buythe:1
you ca:135
you call:1
you can:685
you cana:1
you cannnot:1
you canplug:1
you cant:7
you care:1
you carried:1
you carry:2
you certainly:1
you change:8
you check:4
you choose:3
you chords:1
you clearly:1
you click:3
you clip:3
you close:5
you color:1
you combine:1
you come:1
you connect:3
you consider:5
you constantly:1
you coukd:1
you could:93
you crank:7
you crazy:1
you cry:1
you custom:1
you customize:1
you cut:2
you d'addario:1
you decide:3
you define.have:1
you definitely:2
you demand:1
you demo:1
you depress:1
you desire:4
you destroy:1
you develop:1
you dial:3
you did:9
you did.i:1
you die:1
you dig:3
you discover:2
you distribute:1
you dive:1
you do:192
you dont:14
you down:6
you down!my:1
you download:1
you download.prior:1
you drag:1
you drill:2
you drink:1
you drop:9
you dropped:1
you earnie:1
you eat:1
you either:5
you eliminate:1
you end:4
you engage:3
you enjoy:4
you entertained:1
you ergonomically:1
you ernie:1
you established:1
you even:2
you ever:3
you exactly:2
you expect:16
you experience:1
you extend:1
you extremely:2
you face:1
you factor:1
you fairly:1
you fathered:1
you feel:12
you feeling:1
you fender:1
you fiddle:1
you figure:4
you find:15
you fins:1
you first:5
you fix:1
you follow:4
you for:4
you forget:4
you fret:2
you from:7
you fully:1
you gain:2
you get:192
you get.but:1
you get.sound:1
you give:4
you glue:1
you go:21
you going:1
you good:2
you got:15
you grab:1
you great:4
you greats:1
you grip:2
you guessed:1
you guitar:7
you guitarists:1
you guys:4
you had:4
you handle:1
you hang:1
you happen:1
you happy:1
you hardly:3
you hate:2
you have:334
you have.i:1
you havent:1
you having:1
you he:1
you head:1
you hear:10
you hearing:1
you here:2
you hesitant:1
you hit:7
you hold:2
you hook:2
you hours:1
you how:8
you i:2
you if:1
you in:8
you inadvertently:1
you increase:1
you insane:1
you insert:1
you insist:1
you install:6
you intend:1
you ipod:1
you is:4
you it:3
you judge:1
you jump:1
you just:71
you keep:7
you keyboard:1
you kinda:2
you kmc:1
you knew:1
you knock:1
you know:63
you knowing:1
you kyser:1
you lean:1
you leap:1
you learn:2
you least:1
you leave:4
you left:1
you like:57
you likely:2
you line:2
you listen:3
you literally:1
you live:3
you look:14
you loose:1
you loosen:1
you lose:6
you lots:1
you love:4
you lower:2
you made:2
you magic:1
you main:1
you make:7
you managed:1
you manually:1
you marshall:1
you massive:1
you master:1
you match:1
you may:68
you maybe:1
you mean:2
you means:1
you merely:1
you mic:1
you might:58
you miss:1
you money:2
you more:8
you mostly:1
you mount:2
you mouth:1
you move:8
you moved:1
you much:2
you must:20
you mute:1
you my:2
you n.a.f.t.a.:1
you nail:1
you name:3
you need:224
you need!i:1
you need.the:1
you needed:1
you needlike:1
you never:12
you no:3
you normal:1
you normally:4
you not:4
you note:1
you notice:2
you occasionally:1
you occupied:1
you of:2
you off:1
you often:2
you on:3
you on-stage:1
you onefrequency:1
you only:12
you open:3
you opt:1
you optimal:1
you optimize:1
you or:1
you order:4
you order.overall:1
you orient:1
you other:1
you otherwise:1
you out:2
you over:1
you overcome:1
you overdrive:1
you owe:4
you own:8
you own.they:1
you paid:4
you pay:41
you pay.as:1
you pedal:4
you perfect:1
you perform:1
you pick:5
you pickin:1
you pipe:1
you place:6
you plan:12
you play:67
you play.but:1
you played:1
you playing:2
you plenty:1
